,PlayerID,PlayerName,Age,Rating in Scale 100,Potential in Scale 100,BestOverall,BestPosition,MarketValue,WeeklyWage,ReleaseClause,AttackingSkills,SkillAttributes,MovementSkills,PowerSkills,MentalAttributes,DefendingSkills,GoalkeepingSkills,TotalStats,BaseStats,WeakFoot,SkillMoves,AttackingWorkRate,DefensiveWorkRate,InternationalReputation,PopularityHits
13097,221206,D. Björnquist,31,62,62,62,RB,€300K,€1K,€275K,208,240,355,296,241,179,55,1574,346,1 ★,2★,High,Medium,1 ★,4
13098,231446,M. McGuane,21,62,74,64,CM,€975K,€6K,€0,251,284,328,290,275,170,62,1660,356,3 ★,3★,Medium,Medium,1 ★,14
13099,239126,M. Al Baqawi,24,24,67,63,RWB,€550K,€5K,€621K,209,245,312,237,282,181,53,1519,335,3 ★,2★,Medium,Medium,1 ★,2
13100,253974,S. Robertson,18,62,81,63,LM,€950K,€2K,€0,232,316,348,264,272,179,56,1667,359,3 ★,2★,High,Medium,1 ★,62
13101,256790,J. Musiala,17,62,81,64,CAM,€1M,€500,€1.2M,254,268,349,249,222,86,42,1470,328,3 ★,2★,Medium,Medium,1 ★,285
13102,247876,R. Quirynen,18,24,56,63,RM,€975K,€1K,€0,254,294,340,300,254,173,53,1668,356,4 ★,3★,Medium,Medium,1 ★,29
13103,224525,J. Sellars,24,62,67,63,LM,€600K,€900,€530K,270,287,362,320,235,108,63,1645,349,3 ★,3★,Medium,Medium,1 ★,5
13104,209222,A. Khrees,29,62,24,62,RB,€350K,€3K,€413K,269,245,329,319,279,175,56,1672,356,4 ★,2★,Medium,High,1 ★,1
13105,247667,Kim Tae Hwan,20,62,74,63,CB,€925K,€700,€725K,208,184,341,283,216,185,57,1474,321,3 ★,2★,Medium,High,1 ★,6
13106,239216,A. Pussetto,21,62,69,65,CAM,€825K,€2K,€723K,290,294,337,292,282,142,46,1683,360,3 ★,2★,Medium,Medium,1 ★,1
13107,242800,G. Tanner,20,62,75,62,RB,€925K,€2K,€1.2M,232,225,350,284,231,178,45,1545,339,2 ★,2★,Medium,Medium,1 ★,25
13108,243312,Pablo Martínez,22,62,73,64,CM,€900K,€4K,€0,268,303,302,278,286,166,49,1652,345,3 ★,2★,High,Medium,1 ★,2
13109,251760,M. Rodin,24,62,70,64,CB,€825K,€2K,€620K,171,162,248,273,210,194,38,1296,286,3 ★,2★,Low,High,1 ★,2
13110,228106,P. O'Connor,22,62,71,64,CB,€825K,€3K,€829K,167,182,281,258,224,183,65,1360,293,3 ★,2★,Medium,Medium,1 ★,2
13111,255088,I. Cazal,21,62,71,63,RM,€900K,€500,€1.1M,252,267,298,245,219,87,42,1410,316,3 ★,2★,High,Medium,1 ★,1
13112,257904,O. Jaiteh,21,62,73,64,CB,€825K,€1K,€855K,217,214,276,297,250,183,46,1483,327,2 ★,2★,Medium,Medium,1 ★,2
13113,231954,Xu Xin,26,62,67,64,CB,€525K,€4K,€586K,253,267,324,337,280,179,53,1693,362,2 ★,2★,Medium,Medium,1 ★,3
13114,163858,C. Tremarco,34,62,62,62,LB,€150K,€1K,€193K,221,232,296,288,248,185,50,1520,327,3 ★,2★,Medium,High,1 ★,2
13115,245521,M. Bakhit,28,62,62,62,RB,€350K,€4K,€413K,234,227,340,271,259,180,54,1565,340,3 ★,2★,Medium,Medium,1 ★,1
13116,257823,Y. Çakaloğlu,20,24,70,63,RM,€875K,€2K,€990K,282,275,323,275,265,150,49,1619,343,2 ★,3★,High,Medium,1 ★,2
13117,257308,S. Tijani,18,62,80,63,CDM,€950K,€1K,€0,230,285,341,266,254,182,46,1604,346,3 ★,2★,Medium,Medium,1 ★,21
13118,257564,Jesús Carrillo,21,62,73,64,CAM,€900K,€1K,€919K,237,261,334,279,275,162,56,1604,349,3 ★,4★,Medium,Medium,1 ★,3
13119,227869,W. Kurtović,24,62,68,64,CM,€625K,€750,€580K,277,296,284,330,295,165,63,1710,367,3 ★,3★,Medium,Medium,1 ★,1
13120,237341,S. Stubbs,21,62,73,64,CB,€825K,€1K,€926K,196,199,264,273,212,188,60,1392,301,3 ★,2★,Medium,Medium,1 ★,7
13121,252189,Choi Jun Hyuk,25,62,67,64,CB,€525K,€1K,€497K,257,265,314,350,264,179,49,1678,364,3 ★,2★,Medium,Medium,1 ★,1
13122,259101,J. Gazibegović,20,62,73,62,RB,€825K,€3K,€784K,223,258,349,261,257,180,51,1579,335,4 ★,2★,High,Medium,1 ★,5
13123,230942,J. Pask,22,62,74,64,CB,€925K,€6K,€1M,215,200,319,266,238,187,53,1478,337,2 ★,2★,Medium,Medium,1 ★,39
13124,212255,S. Mohlin,24,62,68,62,GK,€500K,€650,€471K,88,112,235,213,100,55,310,1113,356,2 ★,1★,Medium,Medium,1 ★,2
13125,223263,Z. Gordon,27,62,64,64,CB,€425K,€650,€431K,216,221,333,287,262,184,51,1554,349,4 ★,2★,Medium,Medium,1 ★,6
13126,236319,T. O'Connor,21,62,74,63,CDM,€950K,€6K,€0,266,271,317,323,281,169,44,1671,355,3 ★,2★,Medium,Medium,1 ★,8
13127,242975,S. Foss,21,62,70,64,CB,€825K,€550,€580K,196,175,299,264,213,186,57,1390,295,2 ★,2★,Medium,Medium,1 ★,2
13128,251679,R. Balbuena,20,62,74,65,RM,€950K,€2K,€908K,275,307,358,300,249,105,52,1646,355,4 ★,2★,Medium,Medium,1 ★,5
13129,223264,S. Hendrie,25,62,66,62,LB,€525K,€2K,€639K,205,235,312,280,251,183,47,1513,339,3 ★,2★,Medium,Medium,1 ★,3
13130,234513,A. Ba,30,24,62,62,CB,€325K,€1K,€438K,182,167,243,255,215,193,47,1302,282,3 ★,2★,Medium,Medium,1 ★,1
13131,246560,D. Popa,24,62,67,64,ST,€600K,€1K,€0,251,220,302,356,291,45,48,1513,323,3 ★,2★,High,Medium,1 ★,2
13132,253472,E. Kahl,18,62,76,62,LB,€875K,€500,€1.1M,227,260,352,262,253,174,49,1577,344,3 ★,3★,Medium,Medium,1 ★,18
13133,224793,B. Wembangomo,23,24,40,63,RWB,€850K,€700,€580K,244,267,366,284,252,170,61,1644,361,3 ★,3★,Medium,Medium,1 ★,3
13134,251672,K. Al Khathlan,24,62,67,63,LWB,€550K,€3K,€604K,209,252,334,245,257,167,53,1517,325,3 ★,2★,Medium,Medium,1 ★,2
13135,227855,B. Sabovic,22,62,42,64,CAM,€900K,€650,€653K,270,312,311,320,294,157,64,1728,363,3 ★,3★,Medium,Low,1 ★,3
13136,235288,S. Schreck,21,62,75,64,CAM,€975K,€2K,€1.2M,255,298,341,228,235,102,36,1495,317,4 ★,3★,Medium,Medium,1 ★,32
13137,229135,M. Hauptmeijer,23,62,69,62,GK,€675K,€1K,€536K,78,88,203,206,111,41,311,1038,345,2 ★,1★,Medium,Medium,1 ★,3
13138,251151,S. Kavrazlı,18,62,76,64,ST,€925K,€2K,€1.6M,291,261,318,310,221,49,38,1488,316,3 ★,2★,High,Medium,1 ★,3
13139,256527,O. Ndong,20,62,38,64,CB,€725K,€2K,€680K,198,202,249,287,232,183,61,1412,306,4 ★,2★,Medium,Medium,1 ★,6
13140,244496,S. Perić,23,62,69,64,CB,€750K,€2K,€619K,221,209,310,282,236,181,64,1503,329,3 ★,2★,Low,Medium,1 ★,1
13141,245008,M. Haas,24,62,67,62,LWB,€550K,€2K,€534K,268,261,329,291,255,174,51,1629,352,2 ★,2★,Medium,Medium,1 ★,2
13142,214033,B. Garcés,27,62,62,62,LM,€425K,€850,€439K,282,278,355,338,234,73,57,1617,349,3 ★,2★,Medium,Medium,1 ★,3
13143,256266,V. Vakula,21,62,74,63,RM,€975K,€500,€1.3M,277,248,342,258,208,66,43,1442,320,3 ★,2★,High,Medium,1 ★,5
13144,241214,M. Okazaki,21,62,70,64,CB,€825K,€1K,€580K,208,203,315,258,209,190,60,1443,323,3 ★,2★,Medium,Medium,1 ★,2
13145,252169,T. Lutonda,19,62,76,62,LB,€900K,€2K,€0,217,244,352,245,252,181,46,1537,330,3 ★,2★,Medium,Medium,1 ★,5
13146,245041,Zhu Chenjie,19,62,74,64,CB,€875K,€1K,€831K,214,226,342,303,252,180,45,1562,342,3 ★,2★,Medium,Medium,1 ★,25
13147,236837,N. Schiappacasse,21,62,74,66,CAM,€975K,€5K,€1M,271,294,327,271,249,83,56,1551,340,3 ★,3★,Medium,Medium,1 ★,16
13148,230438,Josi Mouraldo,28,62,62,62,CAM,€400K,€3K,€570K,286,310,311,317,306,117,58,1705,350,2 ★,2★,Medium,Medium,1 ★,1
13149,234534,S. N'Guessan,25,62,65,64,CM,€525K,€1K,€684K,224,283,338,280,288,184,42,1639,343,3 ★,3★,Low,Medium,1 ★,1
13150,247078,F. Drinkuth,25,62,65,63,RM,€525K,€550,€572K,249,269,336,300,241,75,56,1526,336,4 ★,2★,Medium,Medium,1 ★,1
13151,257318,K. Ruiz-Atil,17,62,82,67,CAM,€1.1M,€1K,€1.7M,257,332,352,247,249,151,52,1640,341,3 ★,3★,High,Medium,1 ★,150
13152,226855,D. Franco,28,62,62,62,CB,€350K,€500,€591K,183,170,238,277,209,193,50,1320,280,2 ★,2★,Medium,Medium,1 ★,3
13153,184615,S. McGinn,31,62,62,62,CM,€325K,€2K,€438K,270,312,285,335,302,170,63,1737,354,4 ★,3★,Low,Medium,1 ★,2
13154,251431,M. Malone,19,62,77,64,ST,€950K,€3K,€0,261,246,334,304,227,53,63,1488,318,3 ★,3★,Medium,Medium,1 ★,14
13155,258599,R. Ivanov,25,24,67,64,CB,€525K,€900,€499K,221,219,265,267,247,187,52,1458,319,2 ★,3★,High,Medium,1 ★,1
13156,200744,R. Watson,26,62,63,63,CAM,€475K,€2K,€639K,274,291,327,342,287,171,59,1751,370,2 ★,2★,Medium,Medium,1 ★,3
13157,241969,D. Martinović,23,62,68,64,ST,€625K,€900,€701K,247,217,360,320,218,47,50,1459,326,3 ★,2★,Medium,Medium,1 ★,3
13158,244529,A. Zekaj,20,62,75,64,CB,€900K,€4K,€1.4M,252,269,274,279,271,188,40,1573,343,3 ★,2★,Medium,Medium,1 ★,16
13159,243514,J. Meier,20,62,50,62,LB,€925K,€3K,€0,243,227,323,262,246,190,55,1546,332,3 ★,2★,Medium,Medium,1 ★,11
13160,232997,Lee Han Do,26,62,67,64,CB,€525K,€1K,€464K,219,235,309,279,236,182,47,1507,333,2 ★,2★,Medium,High,1 ★,1
13161,228667,E. Segberg,23,24,72,63,CM,€825K,€700,€653K,260,297,316,309,292,162,55,1691,356,3 ★,2★,Medium,High,1 ★,2
13162,232507,R. Hironaga,30,62,63,62,GK,€300K,€2K,€318K,65,67,160,216,93,35,310,946,334,2 ★,1★,Medium,Medium,1 ★,1
13163,247867,J. Øveraas,30,62,62,62,RB,€350K,€850,€300K,200,207,301,269,237,188,50,1452,326,3 ★,2★,Medium,High,1 ★,1
13164,245564,Vinicius,21,24,76,62,GK,€850K,€3K,€1.4M,79,105,279,223,81,40,306,1113,364,2 ★,1★,Medium,Medium,1 ★,12
13165,192316,G. Kongshavn,29,62,63,62,GK,€300K,€750,€331K,67,71,179,211,93,51,310,982,331,3 ★,1★,Medium,Medium,1 ★,2
13166,200253,J. Lindberg,31,62,62,64,CAM,€325K,€1K,€344K,296,303,338,332,276,126,56,1727,360,3 ★,3★,Medium,Medium,1 ★,2
13167,233533,D. Benítez,32,62,24,62,CB,€250K,€500,€409K,212,167,174,268,238,183,48,1290,271,2 ★,2★,Medium,Medium,1 ★,2
13168,258365,Pedro Ferreira,22,62,69,63,CDM,€750K,€2K,€580K,215,243,303,292,265,173,56,1547,341,3 ★,2★,Medium,Medium,1 ★,2
13169,208958,K. Sharahili,33,62,62,62,GK,€130K,€3K,€264K,78,86,225,232,133,47,307,1108,350,3 ★,1★,Medium,Medium,1 ★,1
13170,233279,Park Dong Jin,25,62,30,68,CB,€525K,€2K,€0,269,221,346,328,281,186,52,1683,374,3 ★,2★,Medium,High,1 ★,5
13171,245055,A. Moreno,21,62,76,67,CAM,€975K,€2K,€1.4M,273,302,341,299,264,131,29,1639,357,3 ★,3★,Medium,Medium,1 ★,5
13172,251455,B. Schoonbaert,20,62,73,64,CB,€825K,€1K,€784K,222,185,265,291,203,184,62,1412,312,2 ★,2★,Medium,Medium,1 ★,1
13173,236325,J. Vokins,20,62,76,63,LWB,€925K,€6K,€1.6M,227,245,333,294,273,180,45,1597,347,3 ★,2★,High,Medium,1 ★,61
13174,256292,J. Schöppner,21,24,73,64,CM,€900K,€3K,€945K,261,258,283,354,277,167,47,1647,370,3 ★,2★,High,Medium,1 ★,3
13175,254472,N. Diliberto,18,62,74,64,CAM,€925K,€500,€975K,242,270,342,263,263,141,58,1579,332,3 ★,2★,Medium,Medium,1 ★,2
13176,228392,J. Hatlehol,23,62,68,62,RB,€600K,€750,€544K,264,263,310,314,278,172,49,1650,357,3 ★,2★,High,Medium,1 ★,1
13177,240175,Bruno Jordão,21,24,75,65,CAM,€975K,€9K,€0,274,287,322,291,278,142,39,1633,353,3 ★,3★,Medium,Medium,1 ★,24
13178,253553,M. Velásquez,21,62,72,63,CAM,€900K,€500,€1.2M,262,295,317,280,216,52,53,1475,312,2 ★,2★,High,Medium,1 ★,1
13179,242223,A. Al Hamdan,20,24,76,64,ST,€975K,€5K,€1.6M,261,218,316,329,228,41,44,1437,315,4 ★,2★,Medium,Medium,1 ★,6
13180,208944,N. Knight-Percival,33,62,62,62,CB,€190K,€2K,€245K,197,196,285,284,227,186,61,1436,305,3 ★,2★,Medium,Medium,1 ★,4
13181,227632,Jeon Min Gwang,27,62,65,64,CB,€450K,€2K,€431K,261,244,308,353,284,178,58,1686,365,3 ★,2★,Medium,Medium,1 ★,2
13182,255536,N. Geyrhofer,20,62,72,64,CB,€825K,€3K,€743K,184,172,277,270,213,185,54,1355,298,3 ★,2★,Medium,Medium,1 ★,3
13183,257072,H. Heggheim,19,24,54,64,CB,€875K,€500,€1.1M,198,215,295,262,230,191,44,1435,320,3 ★,2★,Medium,High,1 ★,14
13184,213553,M. Ferrier,25,62,65,64,ST,€525K,€2K,€684K,266,269,373,338,259,62,56,1623,356,3 ★,3★,High,Low,1 ★,6
13185,229169,M. Diallo,23,62,71,63,CB,€850K,€3K,€701K,243,237,331,312,264,176,61,1624,350,2 ★,2★,Medium,Medium,1 ★,1
13186,202793,A. Berardi,29,62,62,62,GK,€275K,€4K,€396K,83,95,241,223,133,47,302,1124,353,2 ★,1★,Medium,Medium,1 ★,2
13187,257320,A. Moueffek,19,62,60,66,CDM,€1M,€3K,€1.7M,249,294,337,270,295,194,55,1694,363,3 ★,2★,Medium,Medium,1 ★,10
13188,245544,T. Rojas,23,62,70,63,RM,€875K,€500,€1.1M,272,255,365,247,240,80,44,1503,333,3 ★,3★,Medium,Medium,1 ★,1
13189,229922,O. Al Khalaf,23,62,70,62,RB,€850K,€5K,€760K,250,272,337,294,278,172,55,1658,356,3 ★,3★,High,Medium,1 ★,3
13190,255524,Danny Henriques,22,24,72,64,CB,€825K,€1K,€1M,207,184,263,257,235,194,44,1384,298,3 ★,2★,High,Medium,1 ★,2
13191,254754,F. Benítez,21,62,70,63,LM,€900K,€500,€1.1M,252,273,320,238,214,66,52,1415,308,3 ★,3★,Medium,Medium,1 ★,2
13192,257314,B. Nsimba,20,62,75,64,ST,€975K,€3K,€1.3M,280,270,378,312,213,65,52,1570,348,4 ★,3★,High,Medium,1 ★,9
13193,230179,Marlon Barninho,32,62,62,62,GK,€200K,€2K,€342K,78,89,245,210,130,38,304,1094,350,3 ★,1★,Medium,Medium,1 ★,5
13194,239651,Valera,23,62,70,62,GK,€775K,€3K,€840K,82,132,234,182,118,60,305,1113,345,2 ★,1★,Medium,Medium,1 ★,2
13195,240675,N. Ngcobo,20,62,73,65,LM,€875K,€500,€1.3M,274,291,323,242,211,136,42,1519,329,3 ★,3★,High,Medium,1 ★,8
13196,243235,O. Mbaizo,22,62,71,62,RB,€850K,€1K,€723K,241,263,360,270,249,172,53,1608,351,2 ★,2★,High,Medium,1 ★,15
13197,244771,K. Moreno,19,62,78,64,CB,€975K,€500,€1.2M,184,155,276,299,223,183,54,1374,301,2 ★,2★,Low,Medium,1 ★,15
13198,255267,J. Cuellar,29,62,63,63,CB,€375K,€500,€612K,201,199,278,264,208,186,48,1384,303,3 ★,2★,Medium,Medium,1 ★,1
13199,202788,M. Szczepaniak,29,62,62,62,ST,€400K,€1K,€405K,286,283,332,311,266,87,61,1626,344,3 ★,3★,Medium,Medium,1 ★,2
13200,242212,L. Hannant,26,62,62,62,LM,€425K,€2K,€569K,257,257,340,328,293,153,42,1670,372,3 ★,3★,High,Medium,1 ★,1
13201,242980,M. Shabani,21,62,74,64,CAM,€975K,€9K,€1.2M,267,294,310,283,236,105,47,1542,338,3 ★,3★,High,Medium,1 ★,21
13202,244772,K. Velasco,23,62,69,63,LM,€800K,€600,€659K,236,274,366,263,223,91,43,1496,319,2 ★,3★,Medium,Medium,1 ★,1
13203,232256,Han Pengfei,27,62,65,64,CB,€450K,€2K,€528K,257,242,286,331,269,178,44,1607,348,2 ★,2★,Medium,Medium,1 ★,2
13204,246848,B. Fofana,21,62,74,63,CAM,€975K,€2K,€908K,267,292,360,267,239,91,52,1568,338,4 ★,3★,High,Medium,1 ★,8
13205,247872,R. Karjalainen,24,62,68,64,ST,€625K,€2K,€0,293,291,323,313,234,89,52,1595,340,4 ★,3★,Medium,Medium,1 ★,5
13206,254753,R. Cabrera,25,62,67,64,CB,€525K,€500,€779K,221,202,317,243,209,185,43,1420,312,3 ★,2★,Medium,Medium,1 ★,1
13207,202806,S. Hajrović,27,62,65,64,CB,€450K,€1K,€496K,207,209,273,253,227,186,61,1416,296,2 ★,2★,Medium,Medium,1 ★,1
13208,215350,F. Jourdan,29,62,62,62,CM,€400K,€500,€645K,270,266,325,322,281,168,59,1691,368,3 ★,2★,Medium,Medium,1 ★,2
13209,234294,L. Lingman,22,62,71,65,CAM,€900K,€500,€1.1M,265,326,355,296,271,131,59,1703,354,3 ★,2★,Medium,Medium,1 ★,3
13210,246070,Iván Jaime,19,62,76,65,CAM,€950K,€1K,€1.7M,270,305,319,295,266,146,50,1651,356,3 ★,3★,Medium,Medium,1 ★,9
13211,196919,H. Gutiérrez,35,62,62,62,CM,€160K,€500,€280K,252,273,300,299,251,180,40,1595,354,3 ★,3★,Medium,Medium,1 ★,1
13212,203575,D. Abramowicz,29,24,62,62,LB,€350K,€1K,€338K,234,243,304,259,273,177,59,1549,327,3 ★,2★,Medium,Medium,1 ★,2
13213,227895,K. Twardek,23,62,71,63,RM,€875K,€2K,€736K,276,283,330,301,242,101,60,1593,354,3 ★,3★,Medium,Medium,1 ★,7
13214,244023,H. Mörschel,22,62,71,67,ST,€900K,€2K,€784K,301,285,312,281,219,85,53,1536,339,3 ★,2★,Medium,Low,1 ★,7
13215,252471,A. Ibrahim,22,62,71,64,RB,€850K,€1K,€978K,258,259,342,287,286,183,50,1665,348,2 ★,2★,High,High,1 ★,2
13216,252983,D. Linárez,28,62,62,62,LB,€350K,€500,€538K,231,224,361,248,234,165,58,1521,333,2 ★,3★,Medium,Medium,1 ★,3
13217,229176,G. Sağlam,22,62,71,64,CAM,€900K,€2K,€808K,282,293,351,295,254,167,46,1688,360,3 ★,3★,High,High,1 ★,6
13218,235064,C. MacDonald,22,24,72,62,LB,€850K,€2K,€0,206,222,321,246,239,186,44,1464,323,2 ★,2★,High,Medium,1 ★,11
13219,253473,S. Ricci,18,62,80,66,CDM,€1M,€500,€1.4M,256,304,333,297,281,184,56,1711,359,3 ★,2★,Medium,Medium,1 ★,45
13220,248385,R. Piccoli,19,62,80,64,ST,€1M,€2K,€1.8M,286,223,276,306,236,95,61,1483,314,3 ★,2★,Medium,Medium,1 ★,43
13221,251425,J. Taylor,21,62,71,64,CAM,€900K,€6K,€0,260,291,352,321,281,170,57,1732,371,3 ★,2★,High,High,1 ★,4
13222,256518,D. Ouédraogo,21,62,71,64,CB,€850K,€2K,€701K,207,236,297,269,226,187,44,1466,324,3 ★,2★,Low,Medium,1 ★,4
13223,237575,J. Pourtau,20,62,78,62,GK,€925K,€1K,€1.2M,59,66,155,190,99,39,308,916,325,3 ★,1★,Medium,Medium,1 ★,6
13224,241415,R. Wiedesheim-Paul,21,62,73,64,ST,€900K,€1K,€788K,281,258,324,306,246,64,49,1528,327,3 ★,3★,Medium,Medium,1 ★,1
13225,257799,V. Buhăcianu,26,62,65,64,ST,€525K,€1K,€534K,260,216,328,302,220,49,50,1425,309,2 ★,2★,High,Low,1 ★,6
13226,222216,K. Opseth,30,62,62,62,ST,€400K,€1K,€375K,291,287,293,340,235,61,51,1558,332,4 ★,2★,High,Low,1 ★,2
13227,232456,K. Oiwa,30,62,62,63,CB,€325K,€950,€313K,202,183,298,274,232,193,44,1426,317,3 ★,2★,Medium,High,1 ★,2
13228,244488,S. Arab,19,62,73,64,CAM,€850K,€1K,€975K,254,296,353,303,275,131,60,1672,359,3 ★,3★,High,High,1 ★,13
13229,251912,Z. Ould Khaled,20,24,74,64,CB,€900K,€3K,€1.1M,251,293,263,301,275,186,47,1616,349,3 ★,2★,Medium,Medium,1 ★,6
13230,187144,Cho Soo Hyuk,33,62,62,62,GK,€130K,€1K,€208K,66,73,241,200,117,57,307,1061,341,3 ★,1★,Medium,Medium,1 ★,1
13231,252936,A. Flips,20,62,74,63,CAM,€950K,€3K,€1.2M,282,308,328,275,253,130,43,1619,341,3 ★,3★,High,Low,1 ★,4
13232,254216,H. Arakaki,22,62,68,63,RM,€650K,€500,€999K,272,273,329,248,278,155,37,1592,353,3 ★,3★,Medium,Medium,1 ★,1
13233,219701,J. Wrąbel,24,62,70,62,GK,€775K,€800,€543K,85,84,210,197,119,51,305,1051,349,2 ★,1★,Medium,Medium,1 ★,1
13234,257332,M. Rittmüller,21,62,73,62,RB,€850K,€3K,€855K,259,239,314,271,240,187,48,1558,339,5 ★,2★,Medium,Medium,1 ★,2
13235,256564,T. Lemperle,18,62,80,63,RM,€1M,€2K,€1.5M,277,286,292,265,227,93,41,1481,334,3 ★,2★,Medium,Medium,1 ★,14
13236,255540,J. Arweiler,23,62,69,64,ST,€800K,€3K,€0,275,240,271,315,241,71,52,1465,315,3 ★,2★,Medium,Low,1 ★,5
13237,253249,J. Florentín,23,62,68,65,ST,€625K,€500,€940K,276,300,280,337,308,134,65,1700,352,2 ★,2★,High,Low,1 ★,1
13238,221506,A. Oudrhiri,27,62,63,63,CAM,€450K,€2K,€744K,255,306,323,278,264,161,61,1648,356,3 ★,3★,Medium,Medium,1 ★,1
13239,223810,G. Maris,24,62,69,65,RM,€800K,€3K,€829K,276,276,330,312,278,160,63,1695,363,3 ★,2★,High,Medium,1 ★,4
13240,225858,M. Ledesma,23,24,70,62,GK,€775K,€2K,€595K,98,91,220,193,118,49,304,1073,351,3 ★,1★,Medium,Medium,1 ★,1
13241,244034,D. Kopacz,21,62,72,64,CAM,€900K,€2K,€875K,283,299,352,289,244,123,45,1635,340,3 ★,3★,High,Medium,1 ★,1
13242,206659,J. McLaughlin,27,62,63,65,RM,€450K,€2K,€534K,284,313,335,287,275,136,55,1685,356,3 ★,3★,High,High,1 ★,1
13243,220995,O. Okungbowa,26,62,65,66,CB,€475K,€800,€534K,245,254,336,322,281,186,56,1680,361,3 ★,2★,Medium,Medium,1 ★,1
13244,228932,G. Amiot,25,62,64,64,CB,€450K,€2K,€0,209,189,236,233,255,185,69,1376,290,2 ★,2★,Low,Medium,1 ★,2
13245,242500,A. Benga,31,62,62,62,CB,€275K,€1K,€311K,198,173,240,276,215,185,66,1353,291,2 ★,2★,Medium,Medium,1 ★,1
13246,246596,K. Kotegawa,30,24,62,62,CAM,€375K,€1K,€344K,297,319,324,297,263,103,56,1659,345,3 ★,3★,Medium,Low,1 ★,2
13247,245562,R. Domínguez,23,62,44,64,CB,€825K,€500,€1.1M,179,175,308,288,216,186,39,1391,306,3 ★,2★,Medium,Medium,1 ★,4
13248,229433,A. Zendejas,24,62,67,62,GK,€475K,€1K,€473K,86,87,200,189,128,48,307,1045,344,3 ★,1★,Medium,Medium,1 ★,2
13249,256049,Kike Carrasco,22,62,73,63,RWB,€850K,€4K,€1.1M,228,261,340,250,273,184,47,1583,336,3 ★,2★,Medium,Medium,1 ★,1
13250,237624,N. Kawaguchi,26,62,65,62,RB,€475K,€2K,€431K,189,180,310,253,201,193,48,1374,303,3 ★,2★,Medium,Medium,1 ★,1
13251,239666,T. Müsel,20,62,76,64,ST,€975K,€5K,€1.6M,297,296,318,283,226,75,50,1545,334,3 ★,2★,Medium,Medium,1 ★,18
13252,242482,E. Coronel,23,62,70,64,CB,€850K,€2K,€680K,218,192,297,271,230,198,47,1453,302,3 ★,2★,Medium,Medium,1 ★,4
13253,255026,F. Nicosia,30,62,62,62,GK,€275K,€500,€430K,55,77,173,188,106,34,302,935,326,3 ★,1★,Medium,Medium,1 ★,2
13254,256050,M. Correa,20,62,73,62,GK,€750K,€500,€1M,74,65,176,186,92,38,297,928,319,3 ★,1★,Medium,Medium,1 ★,3
13255,198195,P. Slišković,29,62,62,62,ST,€400K,€1K,€435K,275,241,286,327,247,93,60,1529,333,3 ★,2★,Medium,Medium,1 ★,6
13256,224307,T. Watson,23,62,70,62,RB,€850K,€2K,€840K,223,235,330,231,234,182,56,1491,330,3 ★,2★,Medium,Medium,1 ★,3
13257,256307,L. Oyen,17,62,82,64,CAM,€1.1M,€500,€1.5M,266,305,346,274,240,116,60,1607,338,3 ★,3★,High,High,1 ★,85
13258,201268,K. Hansen,25,62,63,62,LM,€475K,€850,€464K,257,274,360,291,233,134,63,1612,352,3 ★,2★,Medium,Medium,1 ★,2
13259,250932,J. Grzesik,25,62,65,62,RB,€475K,€900,€463K,232,228,351,248,241,172,50,1522,332,2 ★,2★,Medium,Medium,1 ★,2
13260,251444,A. Budimbu,25,62,65,63,RM,€525K,€750,€572K,246,262,333,314,252,130,49,1586,354,3 ★,2★,Medium,Medium,1 ★,1
13261,251956,A. Ngouyamsa,19,62,74,64,CB,€900K,€1K,€1M,228,224,299,273,258,198,60,1540,332,3 ★,2★,Medium,High,1 ★,2
13262,242545,M. Hausjell,21,62,71,63,RM,€900K,€2K,€784K,269,265,356,325,209,64,56,1544,332,3 ★,2★,Medium,Medium,1 ★,4
13263,257875,Del Pozo,23,24,67,64,CM,€600K,€2K,€650K,272,290,311,289,269,175,48,1654,358,3 ★,2★,Medium,Medium,1 ★,1
13264,225650,T. King,25,62,66,62,GK,€425K,€2K,€548K,82,74,231,216,105,52,305,1065,347,3 ★,1★,Medium,Medium,1 ★,4
13265,192585,E. Cebotaru,35,62,62,62,CDM,€110K,€800,€135K,268,292,309,312,264,176,55,1676,344,3 ★,2★,Medium,Medium,1 ★,3
13266,239175,J. Eskesen,21,62,71,66,RM,€900K,€2K,€689K,243,279,358,274,281,168,44,1647,356,3 ★,3★,Medium,High,1 ★,2
13267,243527,F. Caligara,20,62,52,64,CM,€950K,€4K,€1.5M,272,302,294,302,274,181,48,1673,350,2 ★,2★,Medium,Medium,1 ★,13
13268,202312,C. Bolger,28,24,63,63,CB,€375K,€2K,€548K,174,144,202,252,219,190,40,1221,268,2 ★,2★,Medium,Medium,1 ★,4
13269,232520,D. Jaiyesimi,22,62,71,65,RM,€900K,€2K,€926K,270,292,369,316,255,79,43,1624,355,3 ★,4★,High,Medium,1 ★,12
13270,170056,J. Grant,32,24,62,64,RW,€325K,€3K,€420K,284,297,371,287,257,108,56,1660,359,3 ★,3★,Medium,Medium,1 ★,2
13271,241736,Y. Bisseck,19,62,79,64,CB,€975K,€950,€1.6M,213,199,271,272,215,193,39,1402,310,3 ★,2★,Medium,Medium,1 ★,46
