,Age,Rating in Scale 100,Potential in Scale 100,PreferredFoot,BestOverall,BestPosition,MarketValue,WeeklyWage,ReleaseClause,AttackingSkills,SkillAttributes,MovementSkills,PowerSkills,MentalAttributes,Composure,DefendingSkills,GoalkeepingSkills,TotalStats,BaseStats,WeakFoot,SkillMoves,AttackingWorkRate,DefensiveWorkRate,InternationalReputation,Pace,Shooting,Passing,Dribbling.1,Defending,Physical
14650,34,61,61,Right,61,CB,110000.0,500.0,194000.0,212,219,300,277,233,44,186,53,1480,318,3,2,Medium,Medium,1,57,34.0,45,55,59,68
14651,25,61,64,Left,62,LWB,400000.0,550.0,447000.0,246,298,334,283,265,59,171,54,1651,345,3,3,High,Medium,1,68,40.0,59,62,56,60
14652,23,61,68,Left,63,CB,600000.0,2000.0,634000.0,200,187,270,282,233,54,181,58,1411,317,2,2,Medium,Medium,1,70,33.0,40,39,60,75
14654,22,61,68,Left,62,LM,675000.0,2000.0,508000.0,239,258,362,244,244,47,138,47,1532,333,3,2,Medium,Medium,1,76,41.0,56,65,45,50
14655,25,61,64,Right,63,ST,425000.0,1000.0,512000.0,290,265,279,324,281,57,135,53,1627,352,3,2,Medium,Medium,1,61,56.0,57,61,46,71
14656,27,61,62,Right,63,RM,375000.0,3000.0,548000.0,246,261,376,317,219,61,54,65,1538,344,4,4,High,Medium,1,82,57.0,56,65,21,63
14657,34,61,61,Right,63,RM,150000.0,1000.0,150000.0,282,285,334,311,271,65,159,46,1688,354,3,2,Medium,Medium,1,62,55.0,64,62,49,62
14658,33,61,61,Right,61,RB,170000.0,2000.0,182000.0,206,227,355,255,268,44,173,67,1551,336,3,2,Medium,Medium,1,76,32.0,50,58,56,64
14659,21,61,70,Right,61,GK,650000.0,4000.0,570000.0,54,67,193,217,99,44,35,301,966,335,3,1,Medium,Medium,1,64,60.0,58,62,34,57
14660,27,61,63,Right,63,CB,350000.0,600.0,364000.0,252,206,276,289,251,57,183,53,1510,319,3,2,Medium,High,1,55,41.0,49,48,61,65
14661,21,61,73,Right,61,RB,775000.0,5000.0,760000.0,232,238,315,218,243,47,184,49,1479,320,3,2,Medium,Medium,1,63,36.0,48,58,60,55
14662,29,61,61,Left,61,CB,275000.0,500.0,452000.0,161,174,297,266,205,42,195,62,1360,285,3,2,Medium,Medium,1,59,27.0,32,39,64,64
14663,25,61,63,Left,62,LWB,375000.0,650.0,447000.0,266,312,297,306,283,61,173,56,1693,354,3,2,Medium,High,1,64,52.0,60,58,57,63
14664,20,61,74,Right,63,ST,800000.0,800.0,938000.0,258,250,373,290,238,57,68,49,1526,326,3,3,High,Medium,1,83,60.0,46,64,26,47
14665,21,61,73,Left,65,CAM,800000.0,1000.0,698000.0,282,316,340,312,287,60,129,40,1706,365,2,3,Medium,Medium,1,71,59.0,61,65,45,64
14667,35,61,61,Left,61,CB,90000.0,750.0,140000.0,255,247,262,261,219,63,182,58,1484,307,2,2,Low,Medium,1,41,38.0,54,55,60,59
14668,19,61,75,Right,64,CAM,775000.0,3000.0,1100000.0,243,294,349,271,263,58,136,45,1601,346,2,2,Medium,Medium,1,70,51.0,58,69,45,53
14669,24,61,68,Right,63,CB,600000.0,900.0,504000.0,208,180,263,260,226,48,178,52,1367,297,2,2,Medium,High,1,56,28.0,42,42,59,70
14670,24,61,64,Left,61,LB,425000.0,2000.0,571000.0,219,221,340,259,253,43,175,47,1514,329,2,2,Medium,Medium,1,71,35.0,43,58,58,64
14671,29,61,61,Left,61,LB,300000.0,500.0,452000.0,233,184,297,235,225,42,178,38,1390,307,3,2,Medium,High,1,62,30.0,48,50,59,58
14674,24,61,67,Right,61,GK,425000.0,500.0,588000.0,71,70,184,186,88,22,28,292,919,316,3,1,Medium,Medium,1,60,61.0,49,60,24,62
14675,19,61,68,Right,62,CAM,650000.0,500.0,823000.0,227,243,307,230,249,42,88,43,1387,310,3,2,Medium,Medium,1,67,49.0,54,60,31,49
14676,32,61,61,Right,61,CB,210000.0,500.0,344000.0,194,174,290,261,260,43,181,50,1410,302,3,2,Low,High,1,61,29.0,43,42,62,65
14679,27,61,64,Right,63,CDM,375000.0,2000.0,392000.0,240,259,336,315,258,66,175,53,1636,348,3,2,High,High,1,67,45.0,51,56,58,71
14681,24,61,67,Right,63,CB,475000.0,500.0,435000.0,190,189,284,260,216,54,179,53,1371,302,3,2,Medium,High,1,63,28.0,41,44,60,66
14683,22,61,71,Right,65,ST,750000.0,850.0,700000.0,275,268,319,330,267,46,154,51,1664,362,2,2,High,Low,1,73,62.0,50,61,51,65
14684,26,61,63,Left,61,LWB,375000.0,1000.0,364000.0,252,260,344,289,255,47,164,67,1631,346,2,2,High,Medium,1,71,44.0,56,59,54,62
14685,27,61,65,Right,61,GK,350000.0,2000.0,374000.0,59,63,267,213,100,28,46,302,1050,352,2,1,Medium,Medium,1,63,57.0,64,60,50,58
14686,20,61,73,Left,63,LM,800000.0,2000.0,878000.0,273,286,343,290,254,58,125,49,1620,350,3,3,High,Low,1,74,59.0,56,63,42,56
14687,32,61,61,Left,61,CB,210000.0,800.0,200000.0,246,238,226,284,230,48,180,51,1455,307,2,2,Medium,High,1,33,44.0,51,48,60,71
14688,22,61,70,Right,65,CAM,725000.0,2000.0,731000.0,257,278,383,319,262,59,158,55,1712,365,2,3,High,Medium,1,75,56.0,58,67,52,57
14691,19,61,76,Right,62,ST,775000.0,1000.0,1200000.0,275,264,344,319,249,60,78,55,1584,347,4,3,High,Low,1,79,60.0,52,64,27,65
14692,18,61,79,Left,62,LM,825000.0,500.0,1200000.0,278,290,303,259,239,58,108,55,1532,327,4,3,Medium,Medium,1,66,57.0,58,63,36,47
14693,25,61,67,Right,62,CDM,450000.0,600.0,435000.0,239,258,310,285,278,57,167,68,1605,341,3,2,Medium,Medium,1,62,43.0,54,57,57,68
14695,28,61,61,Left,62,ST,325000.0,1000.0,313000.0,279,283,326,301,229,59,56,52,1526,325,3,3,Medium,Medium,1,65,60.0,55,66,25,54
14696,23,61,67,Right,61,RB,475000.0,1000.0,435000.0,208,238,356,296,238,51,156,52,1544,345,3,2,Medium,Medium,1,85,30.0,53,58,49,70
14697,24,61,66,Right,62,CDM,450000.0,750.0,398000.0,250,261,327,288,265,49,175,47,1613,347,3,2,Medium,High,1,68,41.0,59,56,57,66
14698,25,61,67,Right,61,GK,400000.0,500.0,363000.0,69,67,219,188,99,32,35,309,986,362,1,1,Medium,Medium,1,59,62.0,63,63,53,62
14699,24,61,66,Right,63,ST,500000.0,1000.0,639000.0,265,218,353,338,241,56,77,55,1547,346,3,3,High,High,1,74,61.0,43,64,28,76
14700,34,61,61,Right,61,ST,160000.0,700.0,163000.0,251,217,287,371,319,64,117,74,1636,353,3,2,High,High,1,66,59.0,45,55,43,85
14701,29,61,61,Right,62,CB,275000.0,3000.0,326000.0,224,239,323,274,261,54,185,51,1557,343,3,2,Low,Medium,1,69,35.0,51,56,62,70
14702,20,61,76,Right,63,ST,800000.0,1000.0,1500000.0,266,214,290,312,273,58,90,51,1496,316,3,2,Medium,Low,1,58,60.0,40,55,37,66
14704,21,61,70,Right,63,CB,700000.0,500.0,578000.0,195,230,318,271,223,55,178,55,1470,329,3,2,Medium,High,1,69,28.0,46,60,60,66
14705,24,61,67,Right,65,CM,525000.0,2000.0,595000.0,266,250,344,291,282,53,167,70,1670,362,3,3,Medium,Medium,1,70,53.0,57,66,56,60
14706,27,61,61,Right,61,RB,325000.0,3000.0,352000.0,275,267,303,287,265,55,178,42,1617,352,3,2,Medium,Medium,1,64,52.0,60,58,58,60
14707,21,61,74,Left,63,CB,750000.0,5000.0,1100000.0,232,224,274,253,237,55,179,56,1455,317,3,2,Medium,Medium,1,54,31.0,48,54,61,69
14709,23,61,69,Right,63,CM,725000.0,6000.0,713000.0,281,280,307,310,279,53,170,38,1665,363,4,2,Medium,Medium,1,65,56.0,60,62,57,63
14710,28,61,61,Right,61,ST,325000.0,2000.0,438000.0,273,236,304,344,283,58,110,65,1615,345,2,2,Medium,Low,1,61,60.0,48,57,41,78
14711,19,61,76,Left,61,LB,750000.0,3000.0,1300000.0,210,230,339,255,238,49,172,47,1491,331,2,2,Medium,Medium,1,77,36.0,49,55,55,59
14712,28,61,64,Right,61,GK,300000.0,1000.0,305000.0,95,100,210,204,101,58,54,304,1068,344,2,1,Medium,Medium,1,63,61.0,59,63,40,58
14713,20,61,74,Right,64,RM,800000.0,3000.0,0.0,266,283,357,294,285,48,178,40,1703,368,3,2,Medium,Medium,1,75,49.0,59,65,58,62
14714,24,61,70,Right,63,CB,675000.0,500.0,543000.0,168,150,287,267,205,50,191,44,1312,282,2,2,Low,Medium,1,59,23.0,32,37,61,70
14715,25,61,64,Right,63,ST,450000.0,2000.0,593000.0,270,277,355,331,230,44,165,61,1689,360,3,2,Medium,Medium,1,76,58.0,43,60,51,72
14716,21,61,72,Right,61,GK,650000.0,500.0,508000.0,56,63,176,185,76,39,35,304,895,327,2,1,Medium,Medium,1,63,59.0,58,64,23,60
14717,22,61,68,Right,64,RM,675000.0,2000.0,0.0,264,275,343,302,268,61,154,47,1653,360,2,3,Medium,Medium,1,73,52.0,61,61,52,61
14718,22,61,71,Right,61,RB,700000.0,2000.0,788000.0,208,224,323,284,238,41,175,63,1515,331,3,2,High,Medium,1,70,30.0,48,58,57,68
14719,20,61,77,Right,63,ST,875000.0,11000.0,0.0,265,257,327,306,239,56,66,42,1502,328,3,2,Medium,Medium,1,72,63.0,50,61,25,57
14723,20,61,72,Right,63,ST,725000.0,2000.0,878000.0,278,266,352,325,245,55,60,48,1574,335,3,2,Medium,Medium,1,76,60.0,51,61,24,63
14724,28,61,62,Right,62,CB,300000.0,2000.0,456000.0,198,185,276,295,237,55,185,54,1430,303,3,2,Medium,Medium,1,54,34.0,41,42,62,70
14726,23,61,69,Right,65,CAM,725000.0,1000.0,656000.0,277,314,317,229,254,66,154,43,1588,332,3,2,Medium,Low,1,61,54.0,64,68,47,38
14729,23,61,69,Right,63,CB,675000.0,500.0,764000.0,210,194,272,269,226,46,178,54,1403,305,3,2,Low,High,1,57,32.0,42,50,60,64
14730,29,61,61,Left,61,LB,300000.0,500.0,452000.0,233,212,301,245,224,41,171,54,1440,303,2,3,Medium,Medium,1,57,31.0,48,50,59,58
14731,16,61,82,Right,63,ST,1000000.0,500.0,1700000.0,295,269,358,289,224,54,59,58,1552,325,5,2,High,Medium,1,77,61.0,56,64,21,46
14732,24,61,68,Right,63,ST,675000.0,3000.0,578000.0,272,254,287,316,223,60,94,59,1505,330,3,2,Medium,Low,1,59,61.0,46,60,34,70
14733,22,61,69,Left,62,LWB,700000.0,500.0,764000.0,225,219,295,254,206,42,174,46,1419,322,3,2,Medium,High,1,65,33.0,50,57,58,59
14734,27,61,62,Right,62,ST,375000.0,1000.0,398000.0,259,261,319,337,267,51,132,49,1624,357,3,2,High,Medium,1,71,56.0,48,61,46,75
14735,21,61,75,Right,63,ST,800000.0,2000.0,1300000.0,262,224,343,302,209,46,59,61,1460,319,3,3,High,Medium,1,76,58.0,43,59,24,59
14736,22,61,72,Right,62,CM,700000.0,4000.0,720000.0,270,292,328,314,288,52,173,52,1717,357,3,2,Medium,Medium,1,64,57.0,59,60,57,60
14737,30,61,61,Right,61,CDM,275000.0,650.0,326000.0,271,271,311,302,296,65,177,52,1680,346,3,2,Medium,High,1,57,54.0,58,56,58,63
14738,18,61,76,Right,63,ST,775000.0,4000.0,1300000.0,278,239,314,292,238,53,63,51,1475,313,3,2,Medium,Medium,1,67,63.0,48,58,26,51
14739,24,61,68,Left,63,CB,600000.0,700.0,471000.0,186,192,268,282,217,52,183,43,1371,301,2,2,Medium,Medium,1,58,26.0,43,45,60,69
14740,22,61,72,Right,61,RB,700000.0,5000.0,760000.0,208,235,343,229,235,50,168,40,1458,324,3,2,Medium,Medium,1,77,27.0,50,60,55,55
14741,29,61,61,Right,61,ST,325000.0,2000.0,438000.0,284,276,327,311,261,56,83,37,1579,344,3,2,Medium,Low,1,74,59.0,52,59,35,65
14742,28,61,61,Right,61,RW,325000.0,500.0,538000.0,291,257,315,275,230,45,77,33,1478,325,3,2,High,Low,1,70,61.0,59,62,27,46
14743,23,61,70,Right,62,RM,725000.0,2000.0,620000.0,240,264,349,290,277,60,138,57,1615,347,3,2,Medium,Medium,1,73,48.0,58,60,48,60
14744,19,61,76,Right,62,RM,775000.0,2000.0,1100000.0,254,278,326,278,225,43,95,56,1512,329,3,2,Medium,Low,1,71,53.0,55,64,32,54
14745,26,61,66,Left,63,CM,425000.0,3000.0,518000.0,257,276,293,302,261,57,162,46,1597,341,3,2,Medium,Medium,1,53,53.0,59,61,54,61
14746,21,61,72,Right,63,ST,750000.0,4000.0,0.0,262,219,308,298,213,41,44,52,1396,309,3,3,Medium,Medium,1,70,60.0,43,59,20,57
14747,25,61,64,Left,62,LM,425000.0,2000.0,528000.0,257,249,321,247,218,42,80,63,1435,309,3,3,Medium,Medium,1,65,52.0,57,60,26,49
14748,26,61,62,Right,61,LM,375000.0,800.0,398000.0,250,261,362,295,259,61,119,48,1594,348,4,3,High,Medium,1,77,51.0,54,63,41,62
14750,19,61,78,Right,61,GK,750000.0,2000.0,1000000.0,92,99,181,187,106,26,41,305,1011,336,3,1,Medium,Medium,1,58,60.0,60,62,31,65
14751,22,61,68,Left,62,ST,675000.0,2000.0,683000.0,268,260,323,266,211,51,65,40,1433,323,2,3,High,Low,1,76,59.0,47,63,24,54
14752,24,61,66,Right,61,GK,400000.0,1000.0,381000.0,91,94,237,237,91,31,44,302,1096,345,3,1,Medium,Medium,1,65,59.0,60,61,43,57
14753,21,61,72,Left,61,RWB,700000.0,700.0,780000.0,210,233,368,253,224,47,165,36,1489,334,3,2,Medium,Medium,1,83,36.0,43,63,53,56
14754,21,61,71,Right,63,CB,700000.0,1000.0,619000.0,219,225,317,269,239,44,184,43,1496,332,3,2,Medium,Medium,1,69,33.0,48,56,61,65
14755,27,61,62,Right,61,GK,275000.0,850.0,365000.0,95,84,245,239,103,32,39,305,1110,346,3,1,Medium,Medium,1,68,58.0,56,65,41,58
14756,22,61,70,Left,63,ST,725000.0,3000.0,680000.0,291,269,334,295,225,45,96,53,1563,339,3,3,High,Medium,1,69,64.0,56,65,33,52
14757,33,61,61,Right,61,CB,160000.0,2000.0,162000.0,249,235,264,276,249,64,178,63,1514,319,3,2,Medium,Medium,1,48,38.0,56,50,59,68
14758,22,61,66,Right,62,RM,500000.0,500.0,723000.0,258,247,308,249,221,43,70,49,1402,304,3,2,Medium,Medium,1,69,50.0,56,58,25,46
14760,31,61,61,Right,61,CB,220000.0,2000.0,333000.0,184,169,259,302,201,59,182,66,1363,285,3,2,Medium,Medium,1,44,30.0,41,37,61,72
14761,27,61,62,Right,61,RB,350000.0,3000.0,406000.0,224,210,330,268,206,54,171,52,1461,327,3,2,Medium,Medium,1,70,32.0,45,53,57,70
14762,19,61,76,Right,61,RB,750000.0,2000.0,1400000.0,223,195,330,199,229,51,179,49,1404,295,4,3,Medium,Medium,1,62,26.0,46,54,60,47
14763,23,61,67,Left,61,LW,525000.0,2000.0,578000.0,262,247,359,250,213,53,47,42,1420,299,2,3,Medium,Medium,1,72,58.0,50,67,18,34
14764,26,61,66,Left,63,CB,425000.0,1000.0,638000.0,175,173,315,273,251,55,193,49,1429,302,3,2,Medium,High,1,63,30.0,40,41,63,65
14765,21,61,68,Right,62,CDM,625000.0,500.0,471000.0,213,227,273,308,258,60,169,39,1487,330,3,2,Medium,Medium,1,56,41.0,50,53,56,74
14766,25,61,65,Right,63,CB,400000.0,2000.0,638000.0,188,194,295,278,210,48,190,58,1413,307,2,2,Medium,Medium,1,63,33.0,36,49,63,63
14768,23,61,67,Right,62,RM,525000.0,2000.0,578000.0,275,278,313,246,221,50,89,40,1462,312,3,3,Medium,Low,1,66,56.0,57,63,29,41
14769,24,61,68,Left,62,CB,625000.0,500.0,764000.0,220,286,339,297,278,64,177,61,1658,355,2,2,Medium,High,1,77,39.0,58,56,57,68
14770,34,61,61,Right,61,GK,60000.0,1000.0,182000.0,90,64,255,206,114,34,50,300,1079,343,3,1,Medium,Medium,1,61,60.0,60,62,43,57
14772,25,61,64,Right,63,ST,450000.0,1000.0,431000.0,263,210,229,326,248,53,79,41,1396,312,2,2,Medium,Low,1,57,61.0,40,49,29,76
14773,23,61,69,Right,61,GK,625000.0,4000.0,578000.0,83,84,223,201,118,31,37,298,1044,339,2,1,Medium,Medium,1,61,59.0,56,64,41,58
14774,25,61,66,Left,62,CDM,450000.0,500.0,668000.0,219,233,278,271,244,42,182,58,1485,316,3,3,Medium,Medium,1,54,35.0,53,51,57,66
14775,22,61,71,Right,63,CAM,725000.0,1000.0,620000.0,246,297,353,287,221,53,116,39,1559,340,3,3,Medium,Medium,1,70,56.0,57,66,39,52
14776,23,61,67,Left,62,LM,525000.0,1000.0,543000.0,259,312,356,312,250,57,85,51,1625,339,2,2,Medium,Medium,1,72,57.0,58,63,32,57
14777,23,61,68,Left,62,LM,650000.0,550.0,508000.0,253,264,331,276,237,54,91,58,1510,330,3,2,Medium,Medium,1,73,53.0,56,61,32,55
14779,42,61,61,Right,61,GK,35000.0,500.0,54000.0,79,86,190,218,130,57,36,301,1040,333,2,1,Medium,Medium,1,60,62.0,61,63,32,55
14780,30,61,61,Right,61,CB,275000.0,2000.0,390000.0,181,149,285,248,209,67,186,59,1317,285,2,2,Medium,Medium,1,59,25.0,36,41,62,62
14781,23,61,65,Right,64,RM,475000.0,2000.0,593000.0,277,301,340,292,253,57,122,58,1643,350,3,3,Medium,Low,1,74,56.0,60,63,42,55
14782,24,61,67,Right,62,CAM,525000.0,1000.0,700000.0,261,301,349,266,235,58,119,58,1589,348,2,3,High,Low,1,76,52.0,58,67,37,58
14783,20,61,73,Right,61,LW,800000.0,2000.0,788000.0,265,229,345,266,194,52,55,47,1401,309,3,2,Medium,Medium,1,76,57.0,43,68,21,44
14784,24,61,68,Right,63,CB,600000.0,500.0,764000.0,232,211,283,243,242,44,181,41,1433,313,3,2,Medium,High,1,58,31.0,43,57,62,62
14785,22,61,72,Right,63,CM,700000.0,700.0,700000.0,256,295,314,277,266,66,172,53,1633,343,5,2,Medium,Medium,1,64,48.0,60,61,54,56
14786,26,61,64,Right,63,ST,425000.0,500.0,723000.0,274,243,348,317,285,50,79,57,1603,332,3,2,Medium,Low,1,68,59.0,51,58,31,65
14788,21,61,70,Right,63,ST,750000.0,500.0,940000.0,282,220,311,302,217,46,37,62,1431,304,3,2,High,Low,1,66,63.0,45,57,17,56
14789,26,61,64,Right,63,CAM,425000.0,2000.0,488000.0,283,286,289,292,287,48,147,56,1640,348,3,2,Medium,Medium,1,64,52.0,62,63,50,57
14791,17,61,82,Right,62,RWB,1000000.0,500.0,1500000.0,222,244,360,265,249,51,166,45,1551,334,2,3,High,Medium,1,76,36.0,53,61,55,53
14794,18,61,81,Right,63,CB,850000.0,950.0,1300000.0,204,189,305,268,216,49,193,56,1431,309,3,2,Medium,Medium,1,67,32.0,40,45,63,62
14795,29,61,61,Left,62,CAM,325000.0,850.0,313000.0,257,275,363,319,269,69,125,53,1661,355,3,3,Medium,Medium,1,75,57.0,56,68,45,54
14796,30,61,61,Right,61,ST,325000.0,3000.0,348000.0,285,268,299,292,230,48,60,44,1478,314,3,3,Medium,Medium,1,58,66.0,52,65,23,50
14797,26,61,63,Left,61,LB,375000.0,500.0,612000.0,180,203,333,229,227,41,177,40,1389,306,3,2,Medium,High,1,72,27.0,36,58,59,54
14798,19,61,75,Left,63,CB,725000.0,900.0,1100000.0,219,172,273,277,218,51,190,46,1395,297,3,2,Medium,High,1,60,34.0,43,35,63,62
14799,19,61,79,Right,62,CAM,850000.0,5000.0,1300000.0,277,293,288,226,219,55,95,49,1447,306,3,3,Medium,Medium,1,54,55.0,60,67,30,40
14800,29,60,60,Right,62,CAM,240000.0,500.0,430000.0,261,299,325,283,269,55,149,42,1628,353,3,3,Medium,Medium,1,67,53.0,62,63,47,61
14802,21,60,70,Left,60,LB,525000.0,500.0,705000.0,212,240,310,260,237,43,163,50,1472,328,3,2,Medium,Medium,1,74,30.0,49,56,55,64
14803,22,60,66,Right,60,GK,325000.0,500.0,494000.0,52,52,198,174,93,40,39,300,908,331,3,1,Medium,Medium,1,58,57.0,63,63,31,59
14805,19,60,73,Right,61,CAM,575000.0,850.0,830000.0,256,267,344,272,209,48,80,55,1483,318,3,3,Medium,Medium,1,74,54.0,55,64,29,42
14806,28,60,60,Right,60,RB,220000.0,850.0,243000.0,231,252,315,285,240,49,168,60,1551,341,3,2,Medium,Medium,1,69,42.0,51,58,55,66
14808,25,60,66,Right,60,GK,300000.0,2000.0,347000.0,66,74,191,174,84,46,42,297,928,323,2,1,Medium,Medium,1,60,56.0,62,58,26,61
14810,23,60,68,Right,60,GK,475000.0,1000.0,468000.0,80,90,188,204,109,39,56,305,1032,338,3,1,Medium,Medium,1,63,59.0,62,61,33,60
14811,20,60,74,Right,64,ST,600000.0,2000.0,1000000.0,279,253,336,301,265,59,132,55,1621,342,3,2,High,High,1,66,62.0,55,59,45,55
14813,23,60,69,Right,62,ST,550000.0,4000.0,748000.0,289,230,332,267,228,50,85,53,1484,318,3,2,High,Medium,1,70,59.0,47,60,33,49
14815,22,60,66,Right,65,RM,400000.0,550.0,435000.0,251,290,373,263,237,61,63,53,1530,342,2,2,High,Medium,1,89,55.0,57,61,24,56
14816,21,60,74,Left,60,LB,575000.0,3000.0,988000.0,219,240,290,231,262,48,186,39,1467,310,3,2,Medium,Medium,1,55,33.0,46,61,60,55
14817,22,60,66,Right,60,LB,375000.0,2000.0,550000.0,209,226,312,224,255,41,187,55,1468,316,3,2,High,Medium,1,65,33.0,42,60,60,56
14818,27,60,61,Left,60,LB,250000.0,1000.0,278000.0,229,232,308,299,246,47,180,64,1558,339,3,2,Medium,Medium,1,65,48.0,46,56,58,66
14819,22,60,67,Right,60,GK,425000.0,500.0,528000.0,70,78,202,222,106,46,39,292,1009,321,3,1,Medium,Medium,1,65,57.0,50,63,29,57
14820,18,60,73,Left,60,LB,550000.0,500.0,726000.0,241,250,323,263,263,58,162,47,1549,336,4,2,High,Medium,1,68,43.0,52,61,54,58
14821,22,60,70,Left,62,CM,550000.0,3000.0,715000.0,245,292,294,299,255,56,181,61,1627,345,3,3,Medium,Medium,1,55,46.0,59,66,56,63
14822,21,60,68,Right,61,CDM,525000.0,500.0,646000.0,206,238,312,241,261,44,171,51,1480,319,3,3,Medium,Medium,1,66,35.0,51,51,56,60
14825,22,60,71,Right,63,CAM,550000.0,4000.0,665000.0,279,297,302,283,260,62,162,51,1634,341,4,3,Medium,Medium,1,54,54.0,62,64,49,58
14826,23,60,70,Right,60,GK,475000.0,850.0,454000.0,87,97,155,203,114,47,39,309,1004,332,2,1,Medium,Medium,1,64,60.0,66,63,23,56
14827,20,60,75,Right,62,CB,550000.0,1000.0,903000.0,204,212,264,257,247,48,176,57,1417,298,2,2,Medium,Medium,1,51,30.0,44,49,59,65
14829,19,60,72,Right,62,LW,575000.0,5000.0,630000.0,289,289,326,270,220,50,78,58,1530,326,3,2,Medium,Medium,1,70,62.0,59,63,26,46
14830,18,60,76,Left,61,CAM,625000.0,800.0,988000.0,252,292,337,237,234,51,116,46,1514,320,3,2,Medium,Medium,1,69,50.0,57,65,36,43
14831,26,60,63,Right,62,CB,275000.0,500.0,351000.0,167,162,260,262,189,52,181,65,1286,282,3,2,Medium,Medium,1,55,22.0,34,41,60,70
14832,30,60,60,Right,60,CB,200000.0,3000.0,281000.0,197,201,293,285,229,52,182,54,1441,311,3,2,Low,Medium,1,59,28.0,45,52,59,68
14833,20,60,76,Right,63,CAM,650000.0,1000.0,979000.0,273,288,304,280,270,64,126,42,1583,331,4,2,Medium,Medium,1,56,57.0,62,60,42,54
14834,22,60,66,Right,62,ST,400000.0,500.0,705000.0,269,236,293,300,226,42,100,47,1471,318,3,2,Medium,Medium,1,63,58.0,42,60,37,58
14835,20,60,74,Right,62,CAM,600000.0,2000.0,1100000.0,270,259,338,295,232,55,91,56,1541,328,3,2,Medium,Medium,1,69,57.0,56,62,30,54
14836,20,60,71,Right,62,ST,550000.0,500.0,578000.0,278,226,343,292,223,48,57,43,1462,321,3,2,Medium,Medium,1,76,55.0,46,58,26,60
14837,19,60,74,Right,62,ST,575000.0,4000.0,0.0,280,266,322,298,291,45,181,43,1681,355,3,2,High,Medium,1,65,58.0,58,57,59,58
14838,29,60,60,Right,60,RM,240000.0,1000.0,290000.0,246,267,301,245,213,44,82,42,1396,308,4,2,High,Medium,1,65,47.0,60,61,26,49
14840,20,60,76,Right,61,RM,650000.0,6000.0,1100000.0,242,272,352,250,213,54,119,44,1492,324,2,3,Medium,Medium,1,71,45.0,57,64,36,51
14842,23,60,67,Right,62,CM,500000.0,600.0,481000.0,265,283,287,287,281,60,152,61,1616,339,3,2,Medium,Medium,1,57,54.0,60,57,53,58
14843,18,60,76,Right,61,RM,625000.0,650.0,882000.0,255,272,343,252,212,55,83,53,1470,323,3,3,High,Medium,1,76,50.0,54,65,28,50
14844,22,60,67,Right,61,RM,500000.0,900.0,435000.0,244,259,390,289,222,57,97,47,1548,322,3,2,Medium,Medium,1,78,51.0,55,61,31,46
14845,19,60,76,Left,60,LB,600000.0,3000.0,1100000.0,186,211,327,227,245,54,183,64,1443,310,2,2,Medium,Medium,1,69,27.0,41,61,59,53
14847,29,60,62,Right,60,GK,200000.0,500.0,225000.0,95,102,167,197,115,48,44,295,1015,327,2,1,Medium,Medium,1,60,61.0,54,62,32,58
14848,20,60,76,Right,62,ST,650000.0,1000.0,934000.0,281,239,285,317,224,58,63,54,1463,312,3,2,High,Medium,1,57,61.0,51,59,25,59
14849,27,60,63,Right,62,CB,275000.0,750.0,292000.0,252,239,314,332,279,56,177,66,1659,359,3,2,Medium,Medium,1,64,56.0,50,57,59,73
14850,20,60,75,Right,60,RB,575000.0,2000.0,882000.0,189,220,362,226,250,60,175,57,1479,318,2,2,Medium,Medium,1,77,31.0,40,60,56,54
14851,23,60,67,Right,61,CDM,450000.0,3000.0,605000.0,236,244,278,287,244,45,172,37,1498,320,3,2,Medium,Low,1,54,36.0,52,54,56,68
14852,29,60,60,Right,60,CDM,210000.0,550.0,225000.0,235,245,260,305,261,60,168,59,1533,327,3,2,Medium,Medium,1,50,48.0,55,52,58,64
14853,27,60,62,Right,62,CB,250000.0,2000.0,358000.0,229,238,327,309,268,53,180,55,1606,345,4,2,Medium,Medium,1,71,46.0,53,50,58,67
14854,22,60,71,Right,61,CAM,550000.0,6000.0,665000.0,236,285,357,204,209,48,98,40,1429,307,4,3,Medium,Medium,1,70,44.0,55,70,35,33
14856,21,60,70,Right,61,CDM,525000.0,3000.0,690000.0,251,273,311,267,265,50,170,51,1588,332,3,2,Medium,Medium,1,63,42.0,58,58,55,56
14858,24,60,66,Right,62,CAM,400000.0,2000.0,536000.0,256,256,388,303,244,56,77,54,1578,335,4,3,High,Medium,1,77,57.0,53,65,29,54
14859,19,60,76,Right,60,RB,600000.0,2000.0,1100000.0,226,234,309,268,231,50,176,52,1496,320,3,2,Medium,Medium,1,64,37.0,51,51,59,58
14862,20,60,74,Right,60,GK,525000.0,3000.0,947000.0,66,79,238,218,94,23,48,295,1038,335,3,1,Medium,Medium,1,59,57.0,55,65,40,59
14863,20,60,70,Right,62,CAM,550000.0,1000.0,569000.0,276,299,306,254,251,68,147,52,1585,331,3,3,Medium,Medium,1,62,48.0,66,60,45,50
14865,20,60,71,Left,60,LB,525000.0,4000.0,618000.0,238,271,330,246,263,65,172,60,1580,329,2,2,Medium,Medium,1,66,41.0,54,62,57,49
14866,19,60,76,Right,62,CB,600000.0,2000.0,1100000.0,184,167,238,286,213,46,185,54,1327,283,3,2,Medium,Medium,1,49,31.0,35,38,61,69
